id,isbn13,name,author,publisher,book_edition,book_edition,book_language,book_binding,currency_code,price,weight,delivery_charge,quantity,discount,publishing_year,description,no_of_pages,image,cat_id
1561,9788129124418,"FORBIDDEN EARTH","Sabina Ariana Anand",NULL,1-May-13,1-May-13,English,Paperback,INR,195,231g,0.00,50,1.00,"Rupa Publications India","3060 A.D. The last of the human race has been driven off the planet by biological computers (BCs). These creatures are almost human, but with critical variations in their DNA. Ever since the BCs attacked humans, no human has ever dared set foot on Earth. Macey, a chirpy teenager, can't contain her excitement as the spacecraft she has lived on her entire life gets ready to land on Forbidden Earth, an area of the planet where no BC would ever venture. Soon after they land, Macey is kidnapped by the BCs. Dylan, a BC who has always been fascinated by humans, comes to her aid. And so begins an exciting adventure... Will Dylan betray his kind? And will Earth plunge into another war? Find out in this riveting tale of adventure and unlikely romance",167,9788129124418.jpg,0
1562,9789382277002,"FORGET KATHMANDU","Manjushree Thapa ",NULL,1-May-13,1-May-13,English,Paperback,INR,399,331g,0.00,50,22.00,"Aleph Book Company","In June 2001, the king of Nepal and almost his entire family were massacred. Unrest, simmering over the previous decade, boiled over and pushed the nation into free fall. In 2005, the dead kings brother reinstated monarchy, crushing any hope that parliamentary democracy would flourish in Nepal. A period fraught with uncertainty and intense turmoil ensued: the Maoists waged a bloody Peoples War; the monarchy mounted a bloodier counter-insurgency effort; political parties bickered and fought endlessly; and the citizens bore the brunt of it all. Wide-ranging in scope the book spans the beginning of the monarchy, through the early democratic movements, to the present Forget Kathmandu is many things: history, memoir, reportage, travelogue, analysis. But, above all, it is an unflinching, clear-sighted attempt to make sense of the bad politics that plagued and continues to plague the country. It remains as worryingly relevant to present-day Nepal as it was when first published in 2005.",304,9789382277002.jpg,0
1563,9781781300978,"FORGOTTEN MASTERS","William Dalrymple",NULL,28-Nov-19,28-Nov-19,English,Paperback,INR,1199,980g,0.00,50,22.00,BLOOMS,"As the East India Company extended its sway across India in the late eighteenth century, many remarkable artworks were commissioned by Company officials from Indian painters who had previously worked for the Mughals. Published to coincide with the first UK exhibition of these masterworks at The Wallace Collection, this book celebrates the work of a series of extraordinary Indian artists, each with their own style and tastes and agency, all of whom worked for British patrons between the 1770s and the bloody end of the Mughal rule in 1857.",192,9781781300978.jpg,0
1564,9781408841761,"FORTUNATELY THE MILK","Gaiman Neil ",NULL,8-Oct-15,8-Oct-15,English,Paperback,INR,399,180g,65.00,50,22.00,BLOOMS,"Edited by writer and historian William Dalrymple, these hybrid paintings explore both the beauty of the Indian natural world and the social realities of the time in one hundred masterpieces, often of astonishing brilliance and originality. They shed light on a forgotten moment in Anglo-Indian history during which Indian artists responded to European influences while keeping intact their own artistic visions and styles. These artists represent the last phase of Indian artistic genius before the onset of the twin assaults - photography and the influence of western colonial art schools - ended an unbroken tradition of painting going back two thousand years. As these masterworks show, the greatest of these painters deserve to be remembered as among the most remarkable Indian artists of all time.",0,9781408841761.jpg,0
1565,9781471135453,"FORTUNES OF AFRICA","Martin Meredith",NULL,4-Jun-15,4-Jun-15,English,Paperback,INR,499,554g,0.00,50,1.00,SIMON,"In this vast and vivid panorama of history, Martin Meredith, bestselling author of The State of Africa, follows the fortunes of Africa over a period of 5,000 years. With compelling narrative, he traces the rise and fall of ancient kingdoms and empires; the spread of Christianity and Islam; the enduring quest for gold and other riches; the exploits of explorers and missionaries; and the impact of European colonisation. He examines, too, the fate of modern African states and concludes with a glimpse into their future.",768,9781471135453.jpg,0
1566,9788129120601,FOSLA,"Pradeep Kapoor ",NULL,1-Jan-12,1-Jan-12,English,Paperback,INR,195,263g,0.00,50,21.00,"Rupa Publications India","At the Nehru Medical College in small-town Bhopla, the Frustrated One-Sided Lovers Association (FOSLA) is a thriving association of male medicos trying to get lucky in love. Its earnest members, the 'frustoos', have a single-minded goal: to hook up with a girl. When they are not chasing girls, the frustoos bully professors, have surgical mishaps at the dissection table and literally break a leg during a night of revelry. Then JD, college all-rounder and active frustoo, gets lucky. Mansi, the most beautiful and intelligent girl in the batch, seems interested in him. But how can he be sure? And how far will he go to win her love? For if he succeeds, JD must quit forever his trusted FOSLA team.",236,9788129120601.jpg,0
1567,9788129151445,FRANKENSTEIN,"Mary Shelley",NULL,20-Apr-18,20-Apr-18,English,Paperback,INR,195,230g,45.00,50,6.00,"Rupa Publications India","Frankenstein is the story of an eccentric scientist Victor Frankenstein and his creation. Victor undertakes an unconventional experiment, succeeds in creating a living being but with horrifying results. Written by Mary Shelley when she was young, this story is the first science-fiction novel to achieve cult status and is a bone-chilling read.",302,9788129151445.jpg,0
1568,8170585309,"FREEDOM AND FUTURE","Daniel Albuquerque",NULL,1-Aug-98,1-Aug-98,English,Paperback,INR,100,227g,30.00,50,1.00,"SABDA Publications India","Victor Frankenstein, born into an affluent Swiss family, seeks knowledge and goes on to explore new fields in science. He ends up creating a ghastly being and hastily abandons it. But his creation, longs for his companionship. The creature is feared and hated by everyone because of its monstrous appearance. It is soon filled with hatred for his creator when he realizes why he is abhorred by the society. He then decides to seek him with terrible vengeance and things go spiraling down from there. This conflict between the creator and his creation and its irrevocable consequences form the central theme of Frankenstein.",131,8170585309.jpg,0
1569,9789382951971,"FREEDOM IN NOT FREE","Shiv Khera",NULL,24-Jul-14,24-Jul-14,English,Paperback,INR,325,190g,0.00,50,22.00,BLOOMS,"This book was a result of the author's anguish and refusal to tolerate injustice, corruption and oppression any further. It is his call to his countrymen to stand up and fight for principles and help in reforming society.",250,9789382951971.jpg,0
1570,9789353040697,"FRIGHT OR FLIGHT AND OTHER STORIES","Ruskin Bond",NULL,20-Jun-18,20-Jun-18,English,Paperback,INR,295,160g,0.00,50,22.00,"Rupa Publications India","?A corpse smiling at you in the middle of the night is not the most pleasant of experiences. It is calculated to give you goosebumps. And when the smile becomes an evil grimace, it is time to say your prayers. But there was no time for prayer. The smile widened even further, and? This is a collection of hair-raising horror and adventure stories written by undisputed masters of the genre. Selected and compiled by Ruskin Bond, these are stories by F.W. Champion, W.F. Harvey, Maurice Hewlett, John Eyton, and many others. From beasts in the form of human hands to explorers lost in the wilderness, to rising dead bodies and the kidnapping of a little girl by a fairy these tales will thrill you like no other. So, dive under the covers and take the Fright or Flight challenge.",219,9789353040697.jpg,0
1571,9789353334475,"FROM VEDANTA TO WHATSAPP (PB)","Dev Prasad",NULL,24-May-19,24-May-19,English,Paperback,INR,295,268g,0.00,50,22.00,"Rupa Publications India","Long before the blitz of ?modern age? wiped away our patience, it was stories that were the most potent medium to transfer the accumulated wisdom of mankind. From politics to spirituality, and from commerce to war, stories were used as a knowledge tool. The bestselling author, voracious reader and accomplished technology professional that Dev Prasad is, he always felt the irresistible need of reinventing and revitalizing storytelling to address problems of modern-day living. The present volume is born of that effort. More than a carefully collated anthology of tales both ancient and new, and anecdotes, both personal and apocryphal, From Vedanta to WhatsApp is meant to be a ready reckoner for one and all, as we wade through the challenges of everyday life. So keep that smartphone away and dive into the addictive world of storytelling!",272,9789353334475.jpg,0
